node_id,entity_type,name,name_norm,is_registry,first_seen_chunk,first_seen_source,first_seen_page,example_evidence,chunk_count,surface_forms
ent:d9b9e0d5a0fdc4e2,Practice,Component Labeling for Reuse,component labeling for reuse,False,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c60::77b14baf3509426e,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,Label components/ materials for reuse,1,Component Labeling for Reuse
ent:65d8d69427a8f75f,Practice,Composting,composting,True,19.Circular_Economy_Resource_Recovery_Report_2021-22::c5::010d297aa1b7cf17,19.Circular Economy Resource Recovery Report 2021-22.pdf,,"Activities through which wastes are collected, sorted, processed (including through composting), and/or converted into raw materials for use in a production system",2,Composting
ent:bb67f328b272c930,Practice,Concrete Production,concrete production,True,52.Circular-Economy-Markets-Australia-_ARUP::c167::5dc58eae13043904,52.Circular-Economy-Markets-Australia- ARUP.pdf,,"In concrete production, passports could provide information on the composition and properties of recycled aggregates.",2,Concrete Production
ent:b7d0785ec3844814,Practice,Concrete Remineralisation with Captured Carbon Dioxide,concrete remineralisation with captured carbon dioxide,True,52.Circular-Economy-Markets-Australia-_ARUP::c166::9852289a7edae3e6,52.Circular-Economy-Markets-Australia- ARUP.pdf,,"incorporating remineralisation of concrete through injection of captured carbon dioxide, is both low-carbon and circular",2,Concrete Remineralisation with Captured Carbon Dioxide
ent:21ca8c5d65d7c48c,Practice,Connection detailing for reuse,connection detailing for reuse,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c190::70b0f399f46acc28,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,provided sufficient anchorage for bars could be redeveloped through the connection detailing,1,Connection detailing for reuse
ent:02e0cb5444b8012b,Practice,Constructing,constructing,False,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c355::3933fa4f501f2ed9,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,"required for designing, specifying and constructing less carbon-intensive buildings",2,Constructing
ent:446f073247b24b94,Practice,Construction,construction,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c20::03863d1f6410f965,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"roadmap in the construction and waste sectors, particularly the engineering systems, infrastructure development, standards adoption",18,Construction
ent:46ddb484da66274b,Practice,Construction Activities,construction activities,True,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c22::b555352e2b828dd2,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,environmental impact of construction activities,2,Construction Activities
ent:243a9dfa9e63623c,Practice,Construction and Demolition (C&D) Waste Reuse,construction and demolition (cd) waste reuse,True,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c82::f539a9a7b8fcf8a3,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,,application of cloud–BIM platform for C&D waste reuse111,1,Construction and Demolition (C&D) Waste Reuse
ent:f52e9f108895ef28,Practice,Construction and Demolition Activities,construction and demolition activities,True,55.australias-circular-economy-framework-2024::c54::6a8e1e0a5e3524f3,55.australias-circular-economy-framework-2024.pdf,19.0,"In 2020–21, construction and demolition activities alone generated 29 megatonnes (Mt) of waste",1,Construction and Demolition Activities
ent:915b7157a6fe6f69,Practice,Construction and Demolition Waste (CDW) Management,construction and demolition waste (cdw) management,True,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c3::f2971d06dea47692,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,the recycling rate for CDW not meeting the ambitious goals outlined by government policies,2,Construction and Demolition Waste (CDW) Management
ent:71d012baf1a1073d,Practice,Construction and Demolition Waste Management (CDWM),construction and demolition waste management (cdwm),True,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c23::778a6627f0d8590c,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,9.0,examining how to integrate these principles into construction and demolition waste management (CDWM) to enhance resource efficiency and sustainability,3,Construction and Demolition Waste Management (CDWM)
ent:5aa6a26bdf6e274e,Practice,Construction and Demolition Waste Recycling,construction and demolition waste recycling,True,29.Construction_and_Demolition_Waste_Guide_Recycling_and_Re-use_Across_the_Supply_Chain::c26::6c1ccec1489091a2,29.Construction and Demolition Waste Guide Recycling and Re-use Across the Supply Chain.pdf,,study to determine the status of C&D recycling and re-use in Australia. The following sections detail the opportunities for recycling,1,Construction and Demolition Waste Recycling
ent:a97556d2566d0f9b,Practice,Construction material transportation,construction material transportation,False,92.Transformation_towards_a_circular_economy_in_the_Australian_construction_and_demolition_waste_management_system::c2::fc588aefaaf044d3,92.Transformation towards a circular economy in the Australian construction and demolition waste management system.pdf,,waste minimisation opportunities during construction material transportation,1,Construction Material Transportation
ent:c68a2a1f4b2d762e,Practice,Construction Methods,construction methods,True,47.gbca-a-practical-guide-to-circular-procurement::c84::7136d342bd02f36b,47.gbca-a-practical-guide-to-circular-procurement.pdf,31.0,"Adopt construction methods that reduce material waste, such as prefabrication, advanced assembly, and optimised cutting",6,Construction Methods
ent:bb89680b48c013e4,Practice,Construction Process,construction process,True,62.Integrating_the_circular_economy_into_construction_waste_management_in_NSW_Australia::c46::a1bba56eb9450ef6,"62.Integrating the circular economy into construction waste management in NSW, Australia.pdf",21.0,does not ensure the close loop of materials in the construction process,2,Construction Process
ent:800bee5512b03ad7,Practice,Construction Project Life Cycle,construction project life cycle,True,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c29::948665ff03f45aec,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,19.0,CE priority practices during five stages of a construction project life cycle,1,Construction Project Life Cycle
ent:7ac65602fd196cd5,Practice,Construction Services,construction services,True,50.Australia_s_circular_economy_Unlocking_the_oppertunities_Inquiry_report::c415::1be5131205897b8e,50.Australia’s circular economy Unlocking the oppertunities Inquiry report.pdf,,"Environmentally Sustainable Procurement Policy for construction services, information and communication technology, textiles, and furniture",1,Construction Services
ent:db56770eb655b84b,Practice,Construction Stage,construction stage,True,62.Integrating_the_circular_economy_into_construction_waste_management_in_NSW_Australia::c40::e2f58e69a63dd703,"62.Integrating the circular economy into construction waste management in NSW, Australia.pdf",,Recycling and reusing of materials must be promoted as much as possible during the construction stage (not considered in the design),2,Construction Stage
ent:c8efd680b14e55d7,Practice,Continuous and future proof CE strategies,continuous and future proof ce strategies,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c26::7eeb59ad128068bd,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,Continuous and future proof CE strategies,1,Continuous and future proof CE strategies
ent:9505dc0f99358773,Practice,Conventional Recycling Methods,conventional recycling methods,True,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c40::7c0716ae779c5d17,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,"Johnson et al. [16] focused on conventional recycling methods without integrating essential circular economy principles, such as material reuse",2,Conventional Recycling Methods
ent:c8d0e702d841cd2a,Practice,Conversion of industrial spaces into mixed-use developments,conversion of industrial spaces into mixed-use developments,True,55.australias-circular-economy-framework-2024::c55::ecef37652be5c3ad,55.australias-circular-economy-framework-2024.pdf,,zoning overlays that facilitate the conversion of industrial spaces into mixed-use developments or residential spaces,1,Conversion of industrial spaces into mixed-use developments
ent:b7cbe575f1fea669,Practice,Core Design,core design,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c109::7b10d566e0b0ea0d,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,43.0,"Consider floor to floor heights, core design and universal design in buildings to enable future adaptability.",1,Core Design
ent:50e4194d69949931,Practice,Corporate Donation of Unsold Goods,corporate donation of unsold goods,True,1.national-waste-and-resource-recovery-report-2024::c106::d40fae0ff55786fe,1.national-waste-and-resource-recovery-report-2024.pdf,,"Corporate donation of unsold goods to charities, and food rescue operations continue.",1,Corporate Donation of Unsold Goods
ent:63cf1e45cf5b75a1,Practice,Cost-benefit Analysis,cost-benefit analysis,True,92.Transformation_towards_a_circular_economy_in_the_Australian_construction_and_demolition_waste_management_system::c54::7428bafef6ba3508,92.Transformation towards a circular economy in the Australian construction and demolition waste management system.pdf,33.0,waste operators apply cost-benefit analysis to decide the waste fate between recycling and landfilling options,1,Cost-benefit Analysis
ent:6b0820d030b4164d,Practice,Cradle-to-Cradle Design,cradle-to-cradle design,True,62.Integrating_the_circular_economy_into_construction_waste_management_in_NSW_Australia::c20::3f84396c3ca3a59d,"62.Integrating the circular economy into construction waste management in NSW, Australia.pdf",,"close the loop of materials cycles through high-value recycling, upcycling, cradle to cradle or servitization",3,Cradle-to-Cradle Design
ent:f052d19662c61a11,Practice,Cradle-to-Grave Material Lifecycle,cradle-to-grave material lifecycle,False,91.A_case_study_of_construction_and_demolition_waste_management_process_flow_in_mega_infrastructure_projects_in_Australia::c5::910f3c6f75a62c27,91.A case study of construction and demolition waste management process flow in mega infrastructure projects in Australia.pdf,,"failed to consider the complete material lifecycle, i.e. cradle-to-grave pattern of material usage",1,Cradle-to-Grave Material Lifecycle
ent:6a7de92d11533949,Practice,Cross-jurisdictional construction waste material trading,cross-jurisdictional construction waste material trading,True,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c121::0420140167796072,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,55.0,Cross-jurisdictional construction waste material trading: Learning from the smart grid. Journal of Cleaner Production,1,Cross-jurisdictional construction waste material trading
ent:10af3d78b5cab6cf,Practice,Cultural shift,cultural shift,True,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c107::832b3095ce1fdaf8,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",47.0,"without deliberate upskilling and cultural integration, there is a risk of displacement or disengagement",2,Cultural Shift
